Movie Title,Worldwide Box Office,International Box Office,Domestic Box Office,Total Expert Reviews,Avg Expert Score,Avg Positive Emotion
Lazer Team,1405548.00,219122.00,1186426.00,28,6.2142857142857143,2.8985714285714286
For Colored Girls,38017873.00,288175.00,37729698.00,28,6.9285714285714286,2.1153571428571429
The DUFF,43528634.00,9498291.00,34030343.00,28,7.0357142857142857,1.3400000000000000
God Bless America,926632.00,804082.00,122550.00,27,6.6296296296296296,3.3840740740740741
The Words,16369708.00,4874870.00,11494838.00,27,6.4444444444444444,1.8985185185185185
Wendy and Lucy,1416046.00,550351.00,865695.00,27,6.0000000000000000,3.7866666666666667
Four Lions,8607693.00,8297686.00,310007.00,27,8.4814814814814815,2.9388888888888889
The Signal,2665322.00,2064426.00,600896.00,27,4.7777777777777778,2.7333333333333333
Daddy Day Camp,18209872.00,4974605.00,13235267.00,27,1.3333333333333333,8.9085185185185185
Suffragette,37888043.00,33185623.00,4702420.00,27,6.4814814814814815,2.3788888888888889
The Master of Disguise,,,40363530.00,27,3.9259259259259259,5.0411111111111111
Untraceable,52649951.00,23962116.00,28687835.00,27,5.2592592592592593,4.7466666666666667
Free Solo,28611090.00,11070000.00,17541090.00,27,7.8518518518518519,1.6844444444444444
Amazing Grace,32183710.00,10968723.00,21214987.00,27,8.0740740740740741,1.1188888888888889
Youth in Revolt,19685588.00,4400000.00,15285588.00,27,6.8518518518518519,3.5825925925925926
The Kitchen,,,4054.00,27,3.8518518518518519,3.6496296296296296
Secretariat,60376247.00,676734.00,59699513.00,27,5.9259259259259259,1.5496296296296296
The Namesake,20288774.00,6678253.00,13610521.00,27,7.5925925925925926,1.9855555555555556
Somewhere,17023121.00,15237476.00,1785645.00,27,5.2962962962962963,2.5596296296296296
Arthur,47787943.00,14752546.00,33035397.00,27,5.0000000000000000,3.5329629629629630
Boss Level,1988846.00,1988846.00,n/a,27,7.9259259259259259,1.9318518518518519
The Infiltrator,22152137.00,6715329.00,15436808.00,27,7.0370370370370370,2.4607407407407407
Waves,2575613.00,916823.00,1658790.00,27,7.3703703703703704,2.1837037037037037
JCVD,2309944.00,1839253.00,470691.00,27,8.2592592592592593,7.1255555555555556
Igor,31013349.00,11484747.00,19528602.00,27,6.1851851851851852,2.0722222222222222
Nanny McPhee,128745578.00,81466299.00,47279279.00,27,6.7037037037037037,1.7014814814814815
Sky High,83109359.00,19169905.00,63939454.00,27,7.1851851851851852,1.2544444444444444
City of Ember,17831558.00,9958551.00,7873007.00,27,6.5185185185185185,1.5300000000000000
American Dreamz,16510971.00,9196944.00,7314027.00,27,4.2962962962962963,1.9114814814814815
Bronson,2703762.00,2598783.00,104979.00,27,7.1481481481481481,1.8466666666666667
Smiley Face,,,9397.00,27,5.1481481481481481,3.4596296296296296
Room 237,318055.00,54644.00,263411.00,27,4.5925925925925926,2.6240740740740741
Youth,24001573.00,21298277.00,2703296.00,27,6.2962962962962963,1.5181481481481481
The Other Boleyn Girl,78269970.00,51455013.00,26814957.00,27,5.9259259259259259,2.9248148148148148
Win Win,11869063.00,1689788.00,10179275.00,27,7.2592592592592593,2.1188888888888889
Pride and Prejudice and Zombies,16638300.00,5731009.00,10907291.00,27,4.9629629629629630,3.5707407407407407
Paprika,948558.00,67256.00,881302.00,27,8.3703703703703704,1.5077777777777778
The Little Prince,102028919.00,100717706.00,1311213.00,27,7.2592592592592593,1.8229629629629630
Outlander,1250617.00,1084614.00,166003.00,27,7.6296296296296296,2.0277777777777778
Bad Santa,77147031.00,17086703.00,60060328.00,27,8.0740740740740741,1.6662962962962963
Traitor,27882226.00,4351395.00,23530831.00,27,8.1851851851851852,1.6385185185185185
A Good Year,42064105.00,34604805.00,7459300.00,27,5.8518518518518519,3.5981481481481481
They,16140842.00,3300000.00,12840842.00,26,7.6000000000000000,0.73846153846153846154
The House of the Devil,102812.00,1597.00,101215.00,26,6.0769230769230769,4.9542307692307692
Mars Needs Moms,39549758.00,18157000.00,21392758.00,26,5.4615384615384615,2.7653846153846154
Red Planet,33463969.00,15983079.00,17480890.00,26,7.8400000000000000,0.95153846153846153846
Last Days,1920616.00,1465905.00,454711.00,26,3.5384615384615385,5.2688461538461538
Compliance,830700.00,511415.00,319285.00,26,5.1153846153846154,3.8730769230769231
The Nativity Story,46309644.00,8679813.00,37629831.00,26,7.6538461538461538,1.8426923076923077
The Cobbler,4161533.00,4161533.00,n/a,26,5.2692307692307692,3.0669230769230769
My Soul to Take,16727470.00,1983035.00,14744435.00,26,4.9230769230769231,4.9680769230769231
Bella,12405473.00,4312100.00,8093373.00,26,7.8461538461538462,0.87307692307692307692
Cake,82313.00,82313.00,n/a,26,6.2307692307692308,3.6503846153846154
Draft Day,29847480.00,1005243.00,28842237.00,26,6.3461538461538462,2.0538461538461538
Red Dragon,206455420.00,113500000.00,92955420.00,26,7.3846153846153846,2.3803846153846154
Sunshine Cleaning,17329337.00,5266779.00,12062558.00,26,6.0000000000000000,1.5238461538461538
The Second Best Exotic Marigold Hotel,89400862.00,56322596.00,33078266.00,26,6.1153846153846154,2.9526923076923077
The Last Mimzy,27519694.00,6048647.00,21471047.00,26,6.2307692307692308,2.4580769230769231
Hold the Dark,,,n/a,26,4.2307692307692308,4.0876923076923077
Downton Abbey,194694724.00,97840859.00,96853865.00,26,6.6923076923076923,1.5134615384615385
Kangaroo Jack,90558582.00,23835366.00,66723216.00,26,4.5000000000000000,2.8738461538461538
Rush Hour 2,347425832.00,121261546.00,226164286.00,26,6.9615384615384615,1.6203846153846154
The Void,377624.00,226582.00,151042.00,26,5.6153846153846154,2.9838461538461538
Race to Witch Mountain,105103784.00,37931189.00,67172595.00,26,6.4230769230769231,3.6750000000000000
The Brothers Bloom,5531756.00,2000000.00,3531756.00,26,8.6153846153846154,1.7692307692307692
The Rundown,80831893.00,33190150.00,47641743.00,26,8.5000000000000000,0.70115384615384615385
Winchester,45960255.00,20868439.00,25091816.00,26,4.1153846153846154,5.0223076923076923
The Amityville Horror,109175673.00,43942304.00,65233369.00,26,4.5769230769230769,6.0403846153846154
Brick Mansions,73421224.00,53024395.00,20396829.00,26,5.0769230769230769,2.9042307692307692
Leviathan,,,76202.00,26,6.2692307692307692,2.5280769230769231
Bruce Almighty,484468608.00,241763613.00,242704995.00,26,6.9615384615384615,1.9965384615384615
Infamous,2613717.00,1462387.00,1151330.00,26,8.6153846153846154,1.5369230769230769
Transporter 3,112930957.00,81215895.00,31715062.00,26,5.0769230769230769,2.8534615384615385
Baby Mama,64170447.00,3676235.00,60494212.00,26,6.1538461538461538,3.6880769230769231
The Angry Birds Movie 2,152018812.00,110361736.00,41657076.00,26,6.5769230769230769,2.0034615384615385
Centurion,7885048.00,7761478.00,123570.00,26,5.9230769230769231,3.3526923076923077
Alone,599759.00,61401.00,538358.00,25,5.6190476190476190,4.7992000000000000
Victor Frankenstein,31124367.00,25349291.00,5775076.00,25,6.4000000000000000,2.0364000000000000
The Ice Harvest,10156968.00,1140186.00,9016782.00,25,4.7200000000000000,6.8472000000000000
The Fourth Kind,49486874.00,23268704.00,26218170.00,25,5.1600000000000000,3.7896000000000000
The Highwaymen,,,n/a,25,6.6800000000000000,1.1904000000000000
Valentine,,,20384136.00,25,8.6400000000000000,1.3128000000000000
Stillwater,17188747.00,2723212.00,14465535.00,25,6.4800000000000000,3.1152000000000000
No Good Deed,54323210.00,1779578.00,52543632.00,25,4.8400000000000000,3.8276000000000000
The Company Men,4569967.00,125355.00,4444612.00,25,6.2400000000000000,2.4540000000000000
21 Bridges,42663460.00,14123703.00,28539757.00,25,6.6400000000000000,1.9768000000000000
The Dig,23815.00,23815.00,n/a,25,7.0000000000000000,1.6896000000000000
Fatman,1342414.00,1064036.00,278378.00,25,6.5600000000000000,2.1896000000000000
Mysterious Skin,2148548.00,1435308.00,713240.00,25,7.8000000000000000,4.9696000000000000
The Ring Two,161941727.00,86000000.00,75941727.00,25,5.7600000000000000,2.9704000000000000
Furry Vengeance,39340177.00,21709712.00,17630465.00,25,2.4400000000000000,5.5484000000000000
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",101379287.00,34425138.00,66954149.00,25,7.1200000000000000,2.8560000000000000
Just Friends,42797679.00,10200763.00,32596916.00,25,7.0000000000000000,2.0044000000000000
The Hustle,97409779.00,61992741.00,35417038.00,25,4.1200000000000000,2.1728000000000000
Marmaduke,89895930.00,56251142.00,33644788.00,25,4.1600000000000000,2.9872000000000000
Jane Eyre,33983855.00,22741195.00,11242660.00,25,6.6800000000000000,2.1540000000000000
Going the Distance,43603990.00,25799691.00,17804299.00,25,5.0400000000000000,2.3580000000000000
Senna,10924647.00,9312217.00,1612430.00,25,8.7200000000000000,1.2888000000000000
Open Water,55518641.00,25017759.00,30500882.00,25,4.9600000000000000,5.3544000000000000
xXx,267200000.00,125270000.00,141930000.00,25,6.7200000000000000,3.7836000000000000
The Libertine,9448623.00,4613558.00,4835065.00,25,6.8800000000000000,4.1832000000000000
U2 3D,26170402.00,13271555.00,12898847.00,25,8.7200000000000000,1.0476000000000000
Loving,12898064.00,5187830.00,7710234.00,25,7.3600000000000000,1.6016000000000000
The Gunman,24478613.00,13813864.00,10664749.00,25,4.0400000000000000,2.9668000000000000
Cargo,61864.00,61864.00,n/a,25,4.8400000000000000,3.7052000000000000
Masterminds,30850666.00,13493772.00,17356894.00,25,5.7600000000000000,3.1892000000000000
Rubber,680914.00,580544.00,100370.00,25,5.2000000000000000,3.3816000000000000
The Last Kiss,,,11614790.00,25,5.8800000000000000,2.0848000000000000
Death at a Funeral,47289148.00,38708720.00,8580428.00,25,4.3600000000000000,2.5536000000000000
An American Haunting,30443277.00,14145231.00,16298046.00,25,4.8000000000000000,7.8208000000000000
Walking with Dinosaurs,123368842.00,87292721.00,36076121.00,25,4.5600000000000000,2.7744000000000000
Super Size Me,22233808.00,10704440.00,11529368.00,25,7.2000000000000000,2.5956000000000000
King Arthur,203653524.00,151775561.00,51877963.00,25,6.0400000000000000,3.1976000000000000
Sorority Row,26735797.00,14770515.00,11965282.00,25,5.2800000000000000,4.5068000000000000
The Final Cut,3618825.00,3070786.00,548039.00,25,8.0800000000000000,1.6492000000000000
Remember the Titans,136771683.00,21051932.00,115719751.00,25,9.0800000000000000,2.0904000000000000
The Tale of Despereaux,90482317.00,39605172.00,50877145.00,25,5.4400000000000000,2.8288000000000000
The Last Song,92678948.00,29728564.00,62950384.00,25,5.0000000000000000,3.3792000000000000
Morgan,7298786.00,3383535.00,3915251.00,25,5.4800000000000000,3.2788000000000000
Dear John,142033509.00,62018667.00,80014842.00,24,5.9583333333333333,4.1562500000000000
I Feel Pretty,91444095.00,42648494.00,48795601.00,24,5.8333333333333333,3.3504166666666667
Dolphin Tale,96068724.00,23781945.00,72286779.00,24,6.8750000000000000,0.86166666666666666667
The Darkest Minds,38361428.00,25665737.00,12695691.00,24,5.5000000000000000,2.7062500000000000
The Gift,58978477.00,15191212.00,43787265.00,24,8.0416666666666667,1.5483333333333333
Transsiberian,6379575.00,4175934.00,2203641.00,24,6.8750000000000000,2.8666666666666667
Another Year,20005613.00,16799907.00,3205706.00,24,6.5416666666666667,2.9016666666666667
Promised Land,12394562.00,4796664.00,7597898.00,24,5.2500000000000000,2.1025000000000000
Delivery Man,55616322.00,24956505.00,30659817.00,24,6.6666666666666667,1.7908333333333333
Burnt,36766293.00,23114347.00,13651946.00,24,5.1666666666666667,2.2237500000000000
Before I Go to Sleep,19563579.00,16321122.00,3242457.00,24,5.1666666666666667,2.7766666666666667
Dinosaur,356148063.00,218400000.00,137748063.00,24,7.4583333333333333,1.4662500000000000
The Double,2940888.00,2841276.00,99612.00,24,6.5833333333333333,3.6837500000000000
Notorious,44972183.00,8128501.00,36843682.00,24,5.5416666666666667,5.8066666666666667
John Dies at the End,,,141951.00,24,6.4583333333333333,3.4520833333333333
The Last Legion,25357771.00,19425711.00,5932060.00,24,5.5000000000000000,6.2212500000000000
Happy Feet Two,157956466.00,93950000.00,64006466.00,24,5.7916666666666667,1.8883333333333333
One Day,59168692.00,45324921.00,13843771.00,24,5.9583333333333333,2.9258333333333333
The Hate U Give,35067665.00,5348182.00,29719483.00,24,7.7500000000000000,1.7383333333333333
Wildlife,3754539.00,2703923.00,1050616.00,24,7.0833333333333333,2.1087500000000000
Hotel for Dogs,122357172.00,49178625.00,73178547.00,24,6.9166666666666667,1.5104166666666667
Vox Lux,1283981.00,556862.00,727119.00,24,5.6250000000000000,2.2191666666666667
Get Low,10828305.00,1651372.00,9176933.00,24,7.2083333333333333,1.7433333333333333
The Count of Monte Cristo,75389090.00,21160986.00,54228104.00,24,8.6250000000000000,1.5745833333333333
12 Rounds,17306648.00,5071954.00,12234694.00,24,3.7916666666666667,4.0808333333333333
An Unfinished Life,18535575.00,10000000.00,8535575.00,24,8.0416666666666667,1.7195833333333333
Book Club,91328463.00,22762167.00,68566296.00,24,4.9166666666666667,2.2862500000000000
That Awkward Moment,53068955.00,27000000.00,26068955.00,24,5.2500000000000000,2.4250000000000000
Case 39,28773827.00,15511976.00,13261851.00,24,5.9583333333333333,4.4595833333333333
Late Night,22373378.00,6873333.00,15500045.00,24,5.4166666666666667,2.2250000000000000
The Marine,22165608.00,3320824.00,18844784.00,24,5.1250000000000000,3.4600000000000000
Silent House,16610760.00,3871023.00,12739737.00,24,5.5833333333333333,3.5000000000000000
Joe,,,373375.00,24,6.3750000000000000,1.9616666666666667
Johnny English Strikes Again,159378778.00,154966608.00,4412170.00,24,6.4583333333333333,2.3275000000000000
Operation Finale,,,17612099.00,24,6.6250000000000000,1.7495833333333333
Freaky Friday,160822438.00,50600000.00,110222438.00,24,7.4166666666666667,2.8841666666666667
Employee of the Month,38364855.00,9920000.00,28444855.00,24,4.6250000000000000,4.1983333333333333
Thoroughbreds,3474221.00,401616.00,3072605.00,24,7.1250000000000000,1.4729166666666667
The Beach Bum,4267808.00,765208.00,3502600.00,24,5.0000000000000000,2.2754166666666667
Elegy,11459039.00,7881829.00,3577210.00,24,6.8750000000000000,3.2683333333333333
The Cave,27147991.00,12140000.00,15007991.00,24,4.2083333333333333,4.4325000000000000
Irrational Man,29083597.00,25053237.00,4030360.00,24,6.0833333333333333,2.6770833333333333
Goon,7018603.00,2853692.00,4164911.00,24,6.8750000000000000,1.9070833333333333
The Switch,49858465.00,22100000.00,27758465.00,24,5.9166666666666667,2.0591666666666667
Mistress America,4133126.00,1632695.00,2500431.00,24,5.9583333333333333,2.6108333333333333
Three Identical Strangers,13367948.00,1047103.00,12320845.00,24,7.9166666666666667,0.89291666666666666667
Chappaquiddick,18148091.00,752570.00,17395521.00,24,7.0833333333333333,1.5866666666666667
A Haunted House 2,21206861.00,3877374.00,17329487.00,24,4.1250000000000000,5.9237500000000000
Scoop,40103262.00,29577545.00,10525717.00,24,6.6250000000000000,2.5670833333333333
Pawn Sacrifice,4138747.00,1702439.00,2436308.00,24,6.8750000000000000,1.7120833333333333
The Bag Man,137271.00,80697.00,56574.00,24,6.1666666666666667,2.7679166666666667
Hobo with a Shotgun,834953.00,131581.00,703372.00,24,7.7916666666666667,3.3541666666666667
Ghost Ship,,,n/a,24,7.2083333333333333,3.3270833333333333
"Yours, Mine and Ours",72359917.00,19000000.00,53359917.00,24,3.5833333333333333,8.2708333333333333
Fahrenheit 9/11,221148959.00,102034442.00,119114517.00,23,6.3913043478260870,2.5830434782608696
I Think I Love My Wife,13205411.00,645640.00,12559771.00,23,4.8260869565217391,4.5665217391304348
A Cinderella Story,70112484.00,18674309.00,51438175.00,23,5.9565217391304348,2.4147826086956522
Yoga Hosers,38767.00,38767.00,n/a,23,4.5217391304347826,3.8817391304347826
Dreamcatcher,75685268.00,42000000.00,33685268.00,23,4.2608695652173913,4.3169565217391304
Blackfish,2354875.00,281293.00,2073582.00,23,7.8260869565217391,3.6065217391304348
Submarine,4581937.00,4114335.00,467602.00,23,8.3913043478260870,1.7252173913043478
The Diary of a Teenage Girl,2279959.00,802957.00,1477002.00,23,5.4782608695652174,2.3773913043478261
About a Boy,130759651.00,89956651.00,40803000.00,23,7.2608695652173913,1.3613043478260870
The Legend of Zorro,141475336.00,95900000.00,45575336.00,23,5.8260869565217391,3.0739130434782609
The East,3027956.00,753307.00,2274649.00,23,5.6956521739130435,3.1021739130434783
Labor Day,14189810.00,818282.00,13371528.00,23,6.4347826086956522,2.0647826086956522
The Core,74120792.00,43009532.00,31111260.00,23,5.6956521739130435,3.7313043478260870
The Kid Who Would Be King,28296983.00,11506193.00,16790790.00,23,6.6521739130434783,1.6634782608695652
Holy Motors,4230426.00,3589372.00,641054.00,23,7.3478260869565217,2.4226086956521739
Paycheck,98819789.00,45030476.00,53789313.00,23,7.7826086956521739,0.63782608695652173913
Take This Waltz,4863332.00,3623640.00,1239692.00,23,6.1304347826086957,2.4713043478260870
Anon,657829.00,657829.00,n/a,23,6.1304347826086957,2.0204347826086957
Cheaper by the Dozen,190212113.00,51597569.00,138614544.00,23,6.4347826086956522,3.4456521739130435
You Again,32838945.00,7136892.00,25702053.00,23,5.3043478260869565,3.3617391304347826
